"ID","Estimate","EstimateStderror","Hill","upper","lower","strain","antibiotic","MIC","EUCAST","quality","run"
"9_Tetracycline_80strains2.txt",0.55762721169494,0.0345346150294299,2.06694697598312,100.000000103396,1.13773032515486,"Fluorometric9","Tetracycline","4","R","quality ok","training"
"9_Spectinomycin_80strains2.txt",1.51810500108243,0.0212943199062243,3.08297540576106,100.000063690478,0.804875510777235,"Fluorometric9","Spectinomycin","32","S","quality ok","training"
"9_Penicillin_80strains2.txt",-0.589103194230932,0.0225676541592898,1.63241847939416,100.00000004675,0.117542547488523,"Fluorometric9","Penicillin","4","R","quality ok","training"
"9_Ciprofloxacin_80strains2.txt",1.35849823825681,0.0127303976949295,2.71471193390518,100.000018423372,0.128540184423738,"Fluorometric9","Ciprofloxacin","32","R","quality ok","training"
"9_Ceftriaxone_80strains2.txt",-3.42362781421243,0.198443583520627,1.23297597399573,99.9988171667312,3.56212455411337,"Fluorometric9","Ceftriaxone","0.125","S","quality ok","training"
"9_Cefixime_80strains2.txt",-2.23677529449212,0.125036431414753,1.76984675737331,99.9999816892306,5.58731479644945,"Fluorometric9","Cefixime","0.25","R","quality ok","training"
"9_Azithromycin_80strains2.txt",-0.753878642986076,0.0146925155867163,2.67235990460334,99.9999422684983,0.551498574295876,"Fluorometric9","Azithromycin","0.5","I","quality ok","training"
"84_Tetracycline_80strains11.txt",0.200226312818855,0.203290229905052,1.92729265768905,99.9999834243459,0.804272573965734,"Fluorometric84","Tetracycline","4","R","quality ok","training"
"84_Spectinomycin_80strains11.txt",1.11252959222224,0.0299758207329584,2.44672570959046,100.00004520538,1.44682348111268,"Fluorometric84","Spectinomycin","16","S","quality ok","training"
"84_Penicillin_80strains11.txt",-0.508248715097456,0.224841423907881,1.04767569113258,100.001511765296,-1.83463881695084,"Fluorometric84","Penicillin","2","R","quality ok","training"
"84_Ciprofloxacin_80strains11.txt",2.08496147281392,0.247414437201452,2.46143984871954,100.000079537386,-0.256249850308875,"Fluorometric84","Ciprofloxacin",">32","R","quality ok","training"
"84_Ceftriaxone_80strains11.txt",-0.93097362565567,0.249750487528482,2.42906848185304,99.9999106700155,1.23489234921864,"Fluorometric84","Ceftriaxone","0.5","R","quality ok","training"
"84_Cefixime_80strains11.txt",0.471308445368151,0.281539672757903,2.88234079593292,100.002654092961,0.931365956427169,"Fluorometric84","Cefixime","2","R","quality ok","training"
"84_Azithromycin_80strains11.txt",-1.30223248415947,0.07864619926756,2.06048771798757,100.000143001028,4.89703668471572,"Fluorometric84","Azithromycin","1","R","quality ok","training"
"83_Tetracycline_80strains11.txt",0.146641152934844,0.193362781489014,1.15717295589282,100.000021382409,1.42758884231484,"Fluorometric83","Tetracycline","4","R","quality ok","training"
"83_Spectinomycin_80strains11.txt",1.66983251857298,0.613878497347853,4.66633907447088,99.999587366762,1.97442991598283,"Fluorometric83","Spectinomycin","16","S","quality ok","training"
"83_Penicillin_80strains11.txt",-0.922569519449914,0.162230358403234,2.33484360474229,100.000144645561,2.05079752116865,"Fluorometric83","Penicillin","1","I","quality ok","training"
