"ID","strain","antibiotic","run","quality","EUCAST","MIC","Estimate","Etest_predicted","CI_low","CI_up","Hill","upper","lower","preSIR.Etest_predicted","susceptible","resistant","compare"
"1_Azithromycin_40strains1.txt","Fluorometric1","Azithromycin","validation","quality ok","S","0.047",-4.44267842115618,0.0353036973541593,0.0268939608035412,0.0461831134818645,1.65960642808045,99.9999941940108,4.5890913023728,"S",0.25,0.5,"S_to_S"
"1_Azithromycin_80strains1.txt","Fluorometric1","Azithromycin","training","quality ok","S","0.064",-2.33399897373509,0.291159490499243,0.251401306122679,0.336902394012115,1.57187184451443,100.000004030337,0.637148531786795,"I",0.25,0.5,"S_to_I"
"1_Cefixime_40strains1.txt","Fluorometric1","Cefixime","validation","Etest below limit of detection","S","<0.016",-1.47404036068758,0.228998377481281,0.00000131599320821862,352372.021416699,0.10292050981252,75.8056146071618,-33.8204315256371,"R",0.125,0.125,"S_to_R"
"1_Cefixime_80strains1.txt","Fluorometric1","Cefixime","training","quality ok","S","0.016",-7.24771863524984,0.00213260837235674,0.000422427718214793,0.0106822228847219,4.05479598605857,99.9999163491067,11.7533910518504,"S",0.125,0.125,"S_to_S"
"1_Ceftriaxone_40strains1.txt","Fluorometric1","Ceftriaxone","validation","quality ok","S","0.002",-2.20822071519581,0.33020750892804,0.000000170838202592761,599998.206904567,0.116583994616433,59.5539715107525,-22.6116532638058,"R",0.125,0.125,"S_to_R"
"1_Ceftriaxone_80strains1.txt","Fluorometric1","Ceftriaxone","training","quality ok","S","0.002",-8.128841789374,0.000883132128697631,0.000617194698339266,0.00125380769309302,1.64124791119603,99.9999405563067,4.29727102691658,"S",0.125,0.125,"S_to_S"
"1_Ciprofloxacin_40strains1.txt","Fluorometric1","Ciprofloxacin","validation","quality ok","S","0.003",-6.75576723585329,0.00348887076273975,0.0022984825019512,0.00526731344605767,1.14836088173166,99.9999701032638,5.09180426208073,"S",0.03,0.06,"S_to_S"
"1_Ciprofloxacin_80strains1.txt","Fluorometric1","Ciprofloxacin","training","quality ok","S","0.004",-6.45809650208493,0.00469932472444047,0.000726555272708086,0.0303623045677656,6.66670448792524,99.9953217178253,5.66175030511941,"S",0.03,0.06,"S_to_S"
"1_Penicillin_40strains1.txt","Fluorometric1","Penicillin","validation","quality ok","S","0.012",-4.08699879862697,0.0503939139860961,0.012382156642898,0.201389596098887,0.335256856288607,100.035020193851,-1.38894637775366,"S",0.06,1,"S_to_S"
"1_Penicillin_80strains1.txt","Fluorometric1","Penicillin","training","quality ok","S","0.016",-5.37337361091515,0.0139121295117144,0.00966349201742643,0.0199326781674467,2.02507271093764,99.9999638431376,6.65360863529124,"S",0.06,1,"S_to_S"
"1_Spectinomycin_40strains1.txt","Fluorometric1","Spectinomycin","validation","above limit of detection","R","128",9.21034037197618,9999.99999999997,NA,NA,1.5769514378044,94.5577280256763,-7.62247670267062,"R",64,64,"R_to_R"
"1_Spectinomycin_80strains1.txt","Fluorometric1","Spectinomycin","training","quality ok","R","128",4.93723728721336,420.525038928218,12.9695585130831,13861.7482707162,0.561362252743592,100.013591321111,0.0109835537530774,"R",64,64,"R_to_R"
"1_Tetracycline_40strains1.txt","Fluorometric1","Tetracycline","validation","quality ok","S","0.125",-1.05259326182015,1.04943644898888,0.75851947277379,1.45101121070796,1.78495750929937,99.9999868443739,3.77922937552547,"R",0.5,1,"S_to_R"
"1_Tetracycline_80strains1.txt","Fluorometric1","Tetracycline","training","quality ok","S","0.125",-1.66881857747251,0.566474125986286,0.0781039725492673,4.00100729460548,5.85733716583308,100.000937133747,8.08668620543465,"I",0.5,1,"S_to_I"
