"ID","strain","antibiotic","run","quality","EUCAST","MIC","Estimate","Etest_predicted","CI_low","CI_up","Hill","upper","lower","preSIR.Etest_predicted","susceptible","resistant","compare"
"1_Azithromycin_40strains1.txt","Fluorometric1","Azithromycin","validation","quality ok","S","0.047",-4.44267842115618,0.0353036973541593,0.0268703451016887,0.0462864693445058,1.65960642808045,99.9999941940108,4.5890913023728,"S",0.25,0.5,"S_to_S"
"1_Azithromycin_80strains1.txt","Fluorometric1","Azithromycin","training","quality ok","S","0.064",-2.33399897373509,0.291159490499243,0.251456675403783,0.336824080242666,1.57187184451443,100.000004030337,0.637148531786795,"I",0.25,0.5,"S_to_I"
"1_Cefixime_40strains1.txt","Fluorometric1","Cefixime","validation","Etest below limit of detection","S","<0.016",-1.47404036068758,0.228998377481281,0.00000139415084997738,354597.749661027,0.10292050981252,75.8056146071618,-33.8204315256371,"R",0.125,0.125,"S_to_R"
"1_Cefixime_80strains1.txt","Fluorometric1","Cefixime","training","quality ok","S","0.016",-7.24771863524984,0.00213260837235674,0.000421277159122366,0.0106267412896215,4.05479598605857,99.9999163491067,11.7533910518504,"S",0.125,0.125,"S_to_S"
"1_Ceftriaxone_40strains1.txt","Fluorometric1","Ceftriaxone","validation","quality ok","S","0.002",-2.20822071519581,0.33020750892804,0.00000019000276981318,614076.173840064,0.116583994616433,59.5539715107525,-22.6116532638058,"R",0.125,0.125,"S_to_R"
"1_Ceftriaxone_80strains1.txt","Fluorometric1","Ceftriaxone","training","quality ok","S","0.002",-8.128841789374,0.000883132128697631,0.000618293564609411,0.00125632949106129,1.64124791119603,99.9999405563067,4.29727102691658,"S",0.125,0.125,"S_to_S"
"1_Ciprofloxacin_40strains1.txt","Fluorometric1","Ciprofloxacin","validation","quality ok","S","0.003",-6.75576723585329,0.00348887076273975,0.00229939404933295,0.0052707135994846,1.14836088173166,99.9999701032638,5.09180426208073,"S",0.03,0.06,"S_to_S"
"1_Ciprofloxacin_80strains1.txt","Fluorometric1","Ciprofloxacin","training","quality ok","S","0.004",-6.45809650208493,0.00469932472444047,0.000721281160788146,0.0301924946414985,6.66670448792524,99.9953217178253,5.66175030511941,"S",0.03,0.06,"S_to_S"
"1_Penicillin_40strains1.txt","Fluorometric1","Penicillin","validation","quality ok","S","0.012",-4.08699879862697,0.0503939139860961,0.0125015185909777,0.203003959308928,0.335256856288607,100.035020193851,-1.38894637775366,"S",0.06,1,"S_to_S"
"1_Penicillin_80strains1.txt","Fluorometric1","Penicillin","training","quality ok","S","0.016",-5.37337361091515,0.0139121295117144,0.0096757649429873,0.0199756254614432,2.02507271093764,99.9999638431376,6.65360863529124,"S",0.06,1,"S_to_S"
"1_Spectinomycin_40strains1.txt","Fluorometric1","Spectinomycin","validation","above limit of detection","R","128",9.21034037197618,9999.99999999997,NA,NA,1.5769514378044,94.5577280256763,-7.62247670267062,"R",64,64,"R_to_R"
"1_Spectinomycin_80strains1.txt","Fluorometric1","Spectinomycin","training","quality ok","R","128",4.93723728721336,420.525038928218,13.1235192904662,14007.3694426424,0.561362252743592,100.013591321111,0.0109835537530774,"R",64,64,"R_to_R"
"1_Tetracycline_40strains1.txt","Fluorometric1","Tetracycline","validation","quality ok","S","0.125",-1.05259326182015,1.04943644898888,0.759937285963797,1.44902279064444,1.78495750929937,99.9999868443739,3.77922937552547,"R",0.5,1,"S_to_R"
"1_Tetracycline_80strains1.txt","Fluorometric1","Tetracycline","training","quality ok","S","0.125",-1.66881857747251,0.566474125986286,0.080004039454247,4.04588922194524,5.85733716583308,100.000937133747,8.08668620543465,"I",0.5,1,"S_to_I"
"10_Azithromycin_40strains1.txt","Fluorometric10","Azithromycin","validation","quality ok","S","0.125",-3.44493403254849,0.095803746913456,0.0838995578618245,0.109312691666582,1.85428774608149,99.9999984134101,0.547089959662475,"S",0.25,0.5,"S_to_S"
"10_Azithromycin_80strains2.txt","Fluorometric10","Azithromycin","training","quality ok","R","1",-0.875577654748403,1.25278614518757,0.916837995968109,1.71319384587744,2.45149980681223,99.9995036973668,0.115904181169304,"R",0.25,0.5,"R_to_R"
"10_Cefixime_40strains1.txt","Fluorometric10","Cefixime","validation","quality ok","S","0.016",-4.28827811997909,0.041201561762721,0.0184675303831898,0.0919720221004467,0.643054022768819,99.9999660330105,2.96592073876796,"S",0.125,0.125,"S_to_S"
"10_Cefixime_80strains2.txt","Fluorometric10","Cefixime","training","quality ok","R","1",-2.246617527557,0.317761955541681,0.253434283045912,0.399010249190239,1.71314010810725,100.000009384984,1.27244903139098,"R",0.125,0.125,"R_to_R"
"10_Ceftriaxone_40strains1.txt","Fluorometric10","Ceftriaxone","validation","quality ok","S","0.008",-4.97110495053826,0.0208063752165353,0.0113668044513987,0.0379253321533027,0.690945342266553,99.9957852564285,1.97556725130773,"S",0.125,0.125,"S_to_S"
"10_Ceftriaxone_80strains2.txt","Fluorometric10","Ceftriaxone","training","quality ok","S","0.064",-3.27722858981641,0.113307232156346,0.0860257842936496,0.148765114572771,1.27321147529861,99.9965458612172,0.811351217786586,"S",0.125,0.125,"S_to_S"
"10_Ciprofloxacin_40strains1.txt","Fluorometric10","Ciprofloxacin","validation","quality ok","R","0.19",-2.76098605412625,0.189927098425859,0.158065426637598,0.227879862895211,2.84129784603358,100.000027986001,1.89840653763597,"R",0.03,0.06,"R_to_R"
"10_Ciprofloxacin_80strains2.txt","Fluorometric10","Ciprofloxacin","training","quality ok","R","32",1.12286595182789,9.25306360313546,6.63498549197544,12.9564303485527,1.6420212939524,99.9998830112803,-1.18468991541341,"R",0.03,0.06,"R_to_R"
"10_Penicillin_40strains1.txt","Fluorometric10","Penicillin","validation","quality ok","I","0.75",-1.10163765142077,0.999181246447652,0.823791485234511,1.21397765223604,2.40780813512222,99.9999315129618,0.989314919072991,"I",0.06,1,"I_to_I"
"10_Penicillin_80strains2.txt","Fluorometric10","Penicillin","training","quality ok","R","2",-0.781603124531972,1.37629922570903,1.02744154049986,1.84643253023269,1.76094864128398,99.999624694351,0.120353305636113,"R",0.06,1,"R_to_R"
"10_Spectinomycin_40strains1.txt","Fluorometric10","Spectinomycin","validation","above limit of detection","R","1024",9.21034037197618,9999.99999999997,NA,NA,1.48891223235081,99.6236993642061,-29.4191706360797,"R",64,64,"R_to_R"
"10_Spectinomycin_80strains2.txt","Fluorometric10","Spectinomycin","training","quality ok","S","32",1.1672829364361,9.67356631614832,6.27671401754702,14.9247287618044,4.20432227410341,100.000003528174,0.19069910543841,"S",64,64,"S_to_S"
"10_Tetracycline_40strains1.txt","Fluorometric10","Tetracycline","validation","quality ok","I","0.75",-0.228256166265636,2.39422860548345,1.94815914835868,2.94818918146754,1.52930619931589,100.000001210198,-0.075788478725243,"R",0.5,1,"I_to_R"
"10_Tetracycline_80strains2.txt","Fluorometric10","Tetracycline","training","quality ok","R","2",0.345994193380501,4.25306265408826,3.27141480520877,5.53228838031642,1.71236083639128,100.000003336002,1.10221150132894,"R",0.5,1,"R_to_R"
"11_Azithromycin_40strains2.txt","Fluorometric11","Azithromycin","validation","above limit of detection","R","256",6.90775527898214,1000,NA,NA,6.44884010006446,99.9983130417274,-7.68379021784518,"R",0.25,0.5,"R_to_R"
"11_Azithromycin_80strains2.txt","Fluorometric11","Azithromycin","training","quality ok","I","0.5",-1.70478064378935,0.546453275065717,0.378022705495971,0.789059273665789,3.70039155653069,100.000002584818,0.211802392764944,"R",0.25,0.5,"I_to_R"
"11_Cefixime_40strains2.txt","Fluorometric11","Cefixime","validation","Etest below limit of detection","S","<0.016",2.63716246492835,13.9734970121012,0.00545761475925879,321331.671852939,0.175177771779317,99.7663501390719,-50.4211888409069,"R",0.125,0.125,"S_to_R"
"11_Cefixime_80strains2.txt","Fluorometric11","Cefixime","training","quality ok","R","0.25",-1.42958387413523,0.719677151941226,0.440163937846825,1.17165755053762,1.23379213444069,99.9997589494621,1.77869396399624,"R",0.125,0.125,"R_to_R"
"11_Ceftriaxone_40strains2.txt","Fluorometric11","Ceftriaxone","validation","quality ok","S","0.002",-1.8570833453324,0.469214086954221,0.000211276337745606,1062.49175257409,0.148888988312062,98.6109913175926,-37.570584588948,"R",0.125,0.125,"S_to_R"
